12 13 11 12 10 11 9 10 7 8 6 7 5 6 2 3 0 1 1 6 4 7 5 8 13 16 12 15 11 14 10 11 8 11 7 10 6 9 5 6 5 6 6 9 7 10 8 11 16 19 15 18 14 17 13 14 11 14 10 13 9 12 8 9 8 9 9 12 10 13 11 14 7 8 8 11 9 12 10 13 11 14 10 11 11 14 12 15 13 16 14 17 13 14 14 17 15 18 16 19
13 12 12 11 11 10 10 9 8 7 7 6 6 5 3 2 1 0 6 1 7 4 8 5 12 15 11 14 10 13 9 10 7 10 6 9 5 8 4 5 2 5 3 8 4 9 5 8 15 18 14 17 13 16 12 13 10 13 9 12 8 11 7 8 7 8 8 11 9 12 10 11 8 7 11 8 12 9 13 10 14 11 7 8 8 11 9 12 10 13 11 14 10 11 11 14 12 15 13 16
13 16 12 15 11 14 10 11 8 11 7 10 6 9 5 6 1 6 0 1 1 10 4 7 16 19 15 18 14 17 13 14 11 14 10 13 9 12 8 9 8 9 9 12 10 13 9 10 19 22 18 21 17 20 16 17 14 17 13 16 12 15 11 12 11 12 12 15 13 16 12 13 6 7 7 10 8 11 9 12 10 13 9 10 10 13 11 14 12 15 13 16 12 13 13 16 14 17 15 18
16 13 15 12 14 11 11 10 11 8 10 7 9 6 6 5 6 1 1 0 10 1 7 4 13 16 12 15 11 14 10 11 8 11 7 10 6 9 5 6 3 6 2 9 3 10 4 7 16 19 15 18 14 17 13 14 11 14 10 13 9 12 8 9 8 9 9 12 10 13 9 10 7 6 10 7 11 8 12 9 13 10 6 7 7 10 8 11 9 12 10 13 9 10 10 13 11 14 12 15
14 17 13 16 12 15 11 12 9 12 8 11 7 10 6 7 4 7 1 10 0 1 1 6 17 20 16 19 15 18 14 15 12 15 11 14 10 13 9 10 9 10 10 13 9 12 8 9 20 23 19 22 18 21 17 18 15 18 14 17 13 16 12 13 12 13 13 16 12 15 11 12 5 6 6 9 7 10 8 11 9 12 8 9 9 12 10 13 11 14 12 15 11 12 12 15 13 16 14 17
17 14 16 13 15 12 12 11 12 9 11 8 10 7 7 6 7 4 10 1 1 0 6 1 14 17 13 16 12 15 11 12 9 12 8 11 7 10 6 7 4 7 3 10 2 9 3 6 17 20 16 19 15 18 14 15 12 15 11 14 10 13 9 10 9 10 10 13 9 12 8 9 6 5 9 6 10 7 11 8 12 9 5 6 6 9 7 10 8 11 9 12 8 9 9 12 10 13 11 14
15 18 14 17 13 16 12 13 10 13 9 12 8 11 7 8 5 8 4 7 1 6 0 1 18 21 17 20 16 19 15 16 13 16 12 15 11 14 10 11 8 11 7 10 6 9 5 6 21 24 20 23 19 22 18 19 16 19 15 18 14 17 13 14 11 14 10 13 9 12 8 9 2 3 5 6 6 7 7 8 8 9 5 6 6 9 7 10 8 11 9 12 8 9 9 12 10 13 11 14
18 15 17 14 16 13 13 12 13 10 12 9 11 8 8 7 8 5 7 4 6 1 1 0 15 18 14 17 13 16 12 13 10 13 9 12 8 11 7 8 5 8 4 9 3 8 2 5 18 21 17 20 16 19 15 16 13 16 12 15 11 14 10 11 10 11 9 12 8 11 7 8 3 2 6 5 7 6 8 7 9 8 4 5 5 8 6 9 7 10 8 11 7 8 8 11 9 12 10 13
5 2 12 3 11 4 8 5 8 7 11 8 12 9 13 10 13 12 16 13 17 14 18 15 0 1 1 6 4 7 5 8 7 8 8 11 9 12 10 13 12 13 13 16 14 17 15 18 5 6 6 9 7 10 8 11 10 11 11 14 12 15 13 16 15 16 16 19 17 20 18 21 18 17 21 18 22 19 23 20 24 21 17 18 18 21 19 22 20 23 21 24 20 21 21 24 22 25 23 26
6 5 15 6 14 7 11 8 11 10 14 11 15 12 16 13 16 15 19 16 20 17 21 18 1 0 6 1 7 4 8 5 8 7 11 8 12 9 13 10 13 12 16 13 17 14 18 15 2 5 3 8 4 9 5 8 7 8 8 11 9 12 10 13 12 13 13 16 14 17 15 18 21 20 24 21 25 22 26 23 27 24 18 17 21 18 22 19 23 20 24 21 17 18 18 21 19 22 20 23
6 3 11 2 10 3 7 4 7 6 10 7 11 8 12 9 12 11 15 12 16 13 17 14 1 6 0 1 1 10 4 7 6 7 7 10 8 11 9 12 11 12 12 15 13 16 14 17 8 9 9 12 10 13 9 10 9 10 10 13 11 14 12 15 14 15 15 18 16 19 17 20 17 16 20 17 21 18 22 19 23 20 16 17 17 20 18 21 19 22 20 23 19 20 20 23 21 24 22 25
9 8 14 9 13 10 10 9 10 9 13 10 14 11 15 12 15 14 18 15 19 16 20 17 6 1 1 0 10 1 7 4 7 6 10 7 11 8 12 9 12 11 15 12 16 13 17 14 3 6 2 9 3 10 4 7 6 7 7 10 8 11 9 12 11 12 12 15 13 16 14 17 20 19 23 20 24 21 25 22 26 23 17 16 20 17 21 18 22 19 23 20 16 17 17 20 18 21 19 22
7 4 10 3 9 2 6 3 6 5 9 6 10 7 11 8 11 10 14 11 15 12 16 13 4 7 1 10 0 1 1 6 5 6 6 9 7 10 8 11 10 11 11 14 12 15 13 16 9 10 10 13 9 12 8 9 8 9 9 12 10 13 11 14 13 14 14 17 15 18 16 19 16 15 19 16 20 17 21 18 22 19 15 16 16 19 17 20 18 21 19 22 18 19 19 22 20 23 21 24
10 9 13 10 12 9 9 8 9 8 12 9 13 10 14 11 14 13 17 14 18 15 19 16 7 4 10 1 1 0 6 1 6 5 9 6 10 7 11 8 11 10 14 11 15 12 16 13 4 7 3 10 2 9 3 6 5 6 6 9 7 10 8 11 10 11 11 14 12 15 13 16 19 18 22 19 23 20 24 21 25 22 16 15 19 16 20 17 21 18 22 19 15 16 16 19 17 20 18 21
8 5 9 4 8 3 5 2 5 4 8 5 9 6 10 7 10 9 13 10 14 11 15 12 5 8 4 7 1 6 0 1 2 3 5 6 6 7 7 8 9 10 10 11 11 12 12 13 8 11 7 10 6 9 5 6 5 6 6 9 7 10 8 11 10 11 11 14 12 15 13 16 15 14 18 15 19 16 20 17 21 18 14 15 15 16 16 17 17 18 18 19 15 16 16 19 17 20 18 21
11 8 10 7 9 6 6 5 6 5 9 6 10 7 11 8 11 10 14 11 15 12 16 13 8 5 7 4 6 1 1 0 3 2 6 5 7 6 8 7 10 9 11 10 12 11 13 12 5 8 4 9 3 8 2 5 4 5 5 8 6 9 7 10 9 10 10 13 11 14 12 15 16 15 19 16 20 17 21 18 22 19 15 14 16 15 17 16 18 17 19 18 14 15 15 18 16 19 17 20
10 7 9 6 8 5 5 4 5 2 8 3 9 4 8 5 8 7 11 8 12 9 13 10 7 8 6 7 5 6 2 3 0 1 1 6 4 7 5 8 7 8 8 11 9 12 10 13 8 11 7 10 6 9 5 6 5 6 6 9 7 10 8 11 10 11 11 14 12 15 13 16 13 12 16 13 17 14 18 15 19 16 12 13 13 16 14 17 15 18 16 19 15 16 16 19 17 20 18 21
11 8 10 7 9 6 6 5 6 5 9 6 10 7 11 8 11 10 14 11 15 12 16 13 8 7 7 6 6 5 3 2 1 0 6 1 7 4 8 5 8 7 11 8 12 9 13 10 7 10 6 9 5 8 4 5 2 5 3 8 4 9 5 8 7 8 8 11 9 12 10 13 16 15 19 16 20 17 21 18 22 19 13 12 16 13 17 14 18 15 19 16 12 13 13 16 14 17 15 18
11 8 10 7 9 6 6 5 6 3 9 2 10 3 7 4 7 6 10 7 11 8 12 9 8 11 7 10 6 9 5 6 1 6 0 1 1 10 4 7 6 7 7 10 8 11 9 12 11 14 10 13 9 12 8 9 8 9 9 12 10 13 9 10 9 10 10 13 11 14 12 15 12 11 15 12 16 13 17 14 18 15 11 12 12 15 13 16 14 17 15 18 14 15 15 18 16 19 17 20
14 11 13 10 12 9 9 8 9 8 12 9 13 10 10 9 10 9 13 10 14 11 15 12 11 8 10 7 9 6 6 5 6 1 1 0 10 1 7 4 7 6 10 7 11 8 12 9 8 11 7 10 6 9 5 6 3 6 2 9 3 10 4 7 6 7 7 10 8 11 9 12 15 14 18 15 19 16 20 17 21 18 12 11 15 12 16 13 17 14 18 15 11 12 12 15 13 16 14 17
12 9 11 8 10 7 7 6 7 4 10 3 9 2 6 3 6 5 9 6 10 7 11 8 9 12 8 11 7 10 6 7 4 7 1 10 0 1 1 6 5 6 6 9 7 10 8 11 12 15 11 14 10 13 9 10 9 10 10 13 9 12 8 9 8 9 9 12 10 13 11 14 11 10 14 11 15 12 16 13 17 14 10 11 11 14 12 15 13 16 14 17 13 14 14 17 15 18 16 19
15 12 14 11 13 10 10 9 10 9 13 10 12 9 9 8 9 8 12 9 13 10 14 11 12 9 11 8 10 7 7 6 7 4 10 1 1 0 6 1 6 5 9 6 10 7 11 8 9 12 8 11 7 10 6 7 4 7 3 10 2 9 3 6 5 6 6 9 7 10 8 11 14 13 17 14 18 15 19 16 20 17 11 10 14 11 15 12 16 13 17 14 10 11 11 14 12 15 13 16
13 10 12 9 11 8 8 7 8 5 9 4 8 3 5 2 5 4 8 5 9 6 10 7 10 13 9 12 8 11 7 8 5 8 4 7 1 6 0 1 2 3 5 6 6 7 7 8 13 16 12 15 11 14 10 11 8 11 7 10 6 9 5 6 5 6 6 9 7 10 8 11 10 9 13 10 14 11 15 12 16 13 9 10 10 11 11 12 12 13 13 14 10 11 11 14 12 15 13 16
16 13 15 12 14 11 11 10 11 8 10 7 9 6 6 5 6 5 9 6 10 7 11 8 13 10 12 9 11 8 8 7 8 5 7 4 6 1 1 0 3 2 6 5 7 6 8 7 10 13 9 12 8 11 7 8 5 8 4 9 3 8 2 5 4 5 5 8 6 9 7 10 11 10 14 11 15 12 16 13 17 14 10 9 11 10 12 11 13 12 14 13 9 10 10 13 11 14 12 15
15 12 14 11 13 10 10 9 10 7 9 6 8 5 5 4 5 2 8 3 9 4 8 5 12 13 11 12 10 11 9 10 7 8 6 7 5 6 2 3 0 1 1 6 4 7 5 8 13 16 12 15 11 14 10 11 8 11 7 10 6 9 5 6 5 6 6 9 7 10 8 11 8 7 11 8 12 9 13 10 14 11 7 8 8 11 9 12 10 13 11 14 10 11 11 14 12 15 13 16
16 13 15 12 14 11 11 10 11 8 10 7 9 6 6 5 6 5 9 6 10 7 11 8 13 12 12 11 11 10 10 9 8 7 7 6 6 5 3 2 1 0 6 1 7 4 8 5 12 15 11 14 10 13 9 10 7 10 6 9 5 8 4 5 2 5 3 8 4 9 5 8 11 10 14 11 15 12 16 13 17 14 8 7 11 8 12 9 13 10 14 11 7 8 8 11 9 12 10 13
16 13 15 12 14 11 11 10 11 8 10 7 9 6 6 5 6 3 9 2 10 3 7 4 13 16 12 15 11 14 10 11 8 11 7 10 6 9 5 6 1 6 0 1 1 10 4 7 16 19 15 18 14 17 13 14 11 14 10 13 9 12 8 9 8 9 9 12 10 13 9 10 7 6 10 7 11 8 12 9 13 10 6 7 7 10 8 11 9 12 10 13 9 10 10 13 11 14 12 15
19 16 18 15 17 14 14 13 14 11 13 10 12 9 9 8 9 8 12 9 13 10 10 9 16 13 15 12 14 11 11 10 11 8 10 7 9 6 6 5 6 1 1 0 10 1 7 4 13 16 12 15 11 14 10 11 8 11 7 10 6 9 5 6 3 6 2 9 3 10 4 7 10 9 13 10 14 11 15 12 16 13 7 6 10 7 11 8 12 9 13 10 6 7 7 10 8 11 9 12
17 14 16 13 15 12 12 11 12 9 11 8 10 7 7 6 7 4 10 3 9 2 6 3 14 17 13 16 12 15 11 12 9 12 8 11 7 10 6 7 4 7 1 10 0 1 1 6 17 20 16 19 15 18 14 15 12 15 11 14 10 13 9 10 9 10 10 13 9 12 8 9 6 5 9 6 10 7 11 8 12 9 5 6 6 9 7 10 8 11 9 12 8 9 9 12 10 13 11 14
20 17 19 16 18 15 15 14 15 12 14 11 13 10 10 9 10 9 13 10 12 9 9 8 17 14 16 13 15 12 12 11 12 9 11 8 10 7 7 6 7 4 10 1 1 0 6 1 14 17 13 16 12 15 11 12 9 12 8 11 7 10 6 7 4 7 3 10 2 9 3 6 9 8 12 9 13 10 14 11 15 12 6 5 9 6 10 7 11 8 12 9 5 6 6 9 7 10 8 11
18 15 17 14 16 13 13 12 13 10 12 9 11 8 8 7 8 5 9 4 8 3 5 2 15 18 14 17 13 16 12 13 10 13 9 12 8 11 7 8 5 8 4 7 1 6 0 1 18 21 17 20 16 19 15 16 13 16 12 15 11 14 10 11 8 11 7 10 6 9 5 6 5 4 8 5 9 6 10 7 11 8 2 3 5 6 6 7 7 8 8 9 5 6 6 9 7 10 8 11
21 18 20 17 19 16 16 15 16 13 15 12 14 11 11 10 11 8 10 7 9 6 6 5 18 15 17 14 16 13 13 12 13 10 12 9 11 8 8 7 8 5 7 4 6 1 1 0 15 18 14 17 13 16 12 13 10 13 9 12 8 11 7 8 5 8 4 9 3 8 2 5 6 5 9 6 10 7 11 8 12 9 3 2 6 5 7 6 8 7 9 8 4 5 5 8 6 9 7 10
8 7 15 8 14 9 11 10 11 10 14 11 15 12 16 13 16 15 19 16 20 17 21 18 5 2 8 3 9 4 8 5 8 7 11 8 12 9 13 10 13 12 16 13 17 14 18 15 0 1 1 6 4 7 5 8 7 8 8 11 9 12 10 13 12 13 13 16 14 17 15 18 21 20 24 21 25 22 26 23 27 24 18 17 21 18 22 19 23 20 24 21 17 18 18 21 19 22 20 23
9 8 18 9 17 10 14 11 14 13 17 14 18 15 19 16 19 18 22 19 23 20 24 21 6 5 9 6 10 7 11 8 11 10 14 11 15 12 16 13 16 15 19 16 20 17 21 18 1 0 6 1 7 4 8 5 8 7 11 8 12 9 13 10 13 12 16 13 17 14 18 15 24 23 27 24 28 25 29 26 30 27 21 20 24 21 25 22 26 23 27 24 18 17 21 18 22 19 23 20
9 8 14 9 13 10 10 9 10 9 13 10 14 11 15 12 15 14 18 15 19 16 20 17 6 3 9 2 10 3 7 4 7 6 10 7 11 8 12 9 12 11 15 12 16 13 17 14 1 6 0 1 1 10 4 7 6 7 7 10 8 11 9 12 11 12 12 15 13 16 14 17 20 19 23 20 24 21 25 22 26 23 17 16 20 17 21 18 22 19 23 20 16 17 17 20 18 21 19 22
12 11 17 12 16 13 13 12 13 12 16 13 17 14 18 15 18 17 21 18 22 19 23 20 9 8 12 9 13 10 10 9 10 9 13 10 14 11 15 12 15 14 18 15 19 16 20 17 6 1 1 0 10 1 7 4 7 6 10 7 11 8 12 9 12 11 15 12 16 13 17 14 23 22 26 23 27 24 28 25 29 26 20 19 23 20 24 21 25 22 26 23 17 16 20 17 21 18 22 19
10 9 13 10 12 9 9 8 9 8 12 9 13 10 14 11 14 13 17 14 18 15 19 16 7 4 10 3 9 2 6 3 6 5 9 6 10 7 11 8 11 10 14 11 15 12 16 13 4 7 1 10 0 1 1 6 5 6 6 9 7 10 8 11 10 11 11 14 12 15 13 16 19 18 22 19 23 20 24 21 25 22 16 15 19 16 20 17 21 18 22 19 15 16 16 19 17 20 18 21
13 12 16 13 15 12 12 11 12 11 15 12 16 13 17 14 17 16 20 17 21 18 22 19 10 9 13 10 12 9 9 8 9 8 12 9 13 10 14 11 14 13 17 14 18 15 19 16 7 4 10 1 1 0 6 1 6 5 9 6 10 7 11 8 11 10 14 11 15 12 16 13 22 21 25 22 26 23 27 24 28 25 19 18 22 19 23 20 24 21 25 22 16 15 19 16 20 17 21 18
11 10 12 9 11 8 8 7 8 7 11 8 12 9 13 10 13 12 16 13 17 14 18 15 8 5 9 4 8 3 5 2 5 4 8 5 9 6 10 7 10 9 13 10 14 11 15 12 5 8 4 7 1 6 0 1 2 3 5 6 6 7 7 8 9 10 10 11 11 12 12 13 18 17 21 18 22 19 23 20 24 21 15 14 18 15 19 16 20 17 21 18 14 15 15 16 16 17 17 18
14 11 13 10 12 9 9 8 9 8 12 9 13 10 14 11 14 13 17 14 18 15 19 16 11 8 10 7 9 6 6 5 6 5 9 6 10 7 11 8 11 10 14 11 15 12 16 13 8 5 7 4 6 1 1 0 3 2 6 5 7 6 8 7 10 9 11 10 12 11 13 12 19 18 22 19 23 20 24 21 25 22 16 15 19 16 20 17 21 18 22 19 15 14 16 15 17 16 18 17
13 10 12 9 11 8 8 7 8 7 11 8 12 9 11 10 11 10 14 11 15 12 16 13 10 7 9 6 8 5 5 4 5 2 8 3 9 4 8 5 8 7 11 8 12 9 13 10 7 8 6 7 5 6 2 3 0 1 1 6 4 7 5 8 7 8 8 11 9 12 10 13 16 15 19 16 20 17 21 18 22 19 13 12 16 13 17 14 18 15 19 16 12 13 13 16 14 17 15 18
14 11 13 10 12 9 9 8 9 8 12 9 13 10 14 11 14 13 17 14 18 15 19 16 11 8 10 7 9 6 6 5 6 5 9 6 10 7 11 8 11 10 14 11 15 12 16 13 8 7 7 6 6 5 3 2 1 0 6 1 7 4 8 5 8 7 11 8 12 9 13 10 19 18 22 19 23 20 24 21 25 22 16 15 19 16 20 17 21 18 22 19 13 12 16 13 17 14 18 15
14 11 13 10 12 9 9 8 9 8 12 9 13 10 10 9 10 9 13 10 14 11 15 12 11 8 10 7 9 6 6 5 6 3 9 2 10 3 7 4 7 6 10 7 11 8 12 9 8 11 7 10 6 9 5 6 1 6 0 1 1 10 4 7 6 7 7 10 8 11 9 12 15 14 18 15 19 16 20 17 21 18 12 11 15 12 16 13 17 14 18 15 11 12 12 15 13 16 14 17
17 14 16 13 15 12 12 11 12 11 15 12 16 13 13 12 13 12 16 13 17 14 18 15 14 11 13 10 12 9 9 8 9 8 12 9 13 10 10 9 10 9 13 10 14 11 15 12 11 8 10 7 9 6 6 5 6 1 1 0 10 1 7 4 7 6 10 7 11 8 12 9 18 17 21 18 22 19 23 20 24 21 15 14 18 15 19 16 20 17 21 18 12 11 15 12 16 13 17 14
15 12 14 11 13 10 10 9 10 9 13 10 12 9 9 8 9 8 12 9 13 10 14 11 12 9 11 8 10 7 7 6 7 4 10 3 9 2 6 3 6 5 9 6 10 7 11 8 9 12 8 11 7 10 6 7 4 7 1 10 0 1 1 6 5 6 6 9 7 10 8 11 14 13 17 14 18 15 19 16 20 17 11 10 14 11 15 12 16 13 17 14 10 11 11 14 12 15 13 16
18 15 17 14 16 13 13 12 13 12 16 13 15 12 12 11 12 11 15 12 16 13 17 14 15 12 14 11 13 10 10 9 10 9 13 10 12 9 9 8 9 8 12 9 13 10 14 11 12 9 11 8 10 7 7 6 7 4 10 1 1 0 6 1 6 5 9 6 10 7 11 8 17 16 20 17 21 18 22 19 23 20 14 13 17 14 18 15 19 16 20 17 11 10 14 11 15 12 16 13
16 13 15 12 14 11 11 10 11 10 12 9 11 8 8 7 8 7 11 8 12 9 13 10 13 10 12 9 11 8 8 7 8 5 9 4 8 3 5 2 5 4 8 5 9 6 10 7 10 13 9 12 8 11 7 8 5 8 4 7 1 6 0 1 2 3 5 6 6 7 7 8 13 12 16 13 17 14 18 15 19 16 10 9 13 10 14 11 15 12 16 13 9 10 10 11 11 12 12 13
19 16 18 15 17 14 14 13 14 11 13 10 12 9 9 8 9 8 12 9 13 10 14 11 16 13 15 12 14 11 11 10 11 8 10 7 9 6 6 5 6 5 9 6 10 7 11 8 13 10 12 9 11 8 8 7 8 5 7 4 6 1 1 0 3 2 6 5 7 6 8 7 14 13 17 14 18 15 19 16 20 17 11 10 14 11 15 12 16 13 17 14 10 9 11 10 12 11 13 12
18 15 17 14 16 13 13 12 13 10 12 9 11 8 8 7 8 7 11 8 12 9 11 10 15 12 14 11 13 10 10 9 10 7 9 6 8 5 5 4 5 2 8 3 9 4 8 5 12 13 11 12 10 11 9 10 7 8 6 7 5 6 2 3 0 1 1 6 4 7 5 8 11 10 14 11 15 12 16 13 17 14 8 7 11 8 12 9 13 10 14 11 7 8 8 11 9 12 10 13
19 16 18 15 17 14 14 13 14 11 13 10 12 9 9 8 9 8 12 9 13 10 14 11 16 13 15 12 14 11 11 10 11 8 10 7 9 6 6 5 6 5 9 6 10 7 11 8 13 12 12 11 11 10 10 9 8 7 7 6 6 5 3 2 1 0 6 1 7 4 8 5 14 13 17 14 18 15 19 16 20 17 11 10 14 11 15 12 16 13 17 14 8 7 11 8 12 9 13 10
19 16 18 15 17 14 14 13 14 11 13 10 12 9 9 8 9 8 12 9 13 10 10 9 16 13 15 12 14 11 11 10 11 8 10 7 9 6 6 5 6 3 9 2 10 3 7 4 13 16 12 15 11 14 10 11 8 11 7 10 6 9 5 6 1 6 0 1 1 10 4 7 10 9 13 10 14 11 15 12 16 13 7 6 10 7 11 8 12 9 13 10 6 7 7 10 8 11 9 12
22 19 21 18 20 17 17 16 17 14 16 13 15 12 12 11 12 11 15 12 16 13 13 12 19 16 18 15 17 14 14 13 14 11 13 10 12 9 9 8 9 8 12 9 13 10 10 9 16 13 15 12 14 11 11 10 11 8 10 7 9 6 6 5 6 1 1 0 10 1 7 4 13 12 16 13 17 14 18 15 19 16 10 9 13 10 14 11 15 12 16 13 7 6 10 7 11 8 12 9
20 17 19 16 18 15 15 14 15 12 14 11 13 10 10 9 10 9 13 10 12 9 9 8 17 14 16 13 15 12 12 11 12 9 11 8 10 7 7 6 7 4 10 3 9 2 6 3 14 17 13 16 12 15 11 12 9 12 8 11 7 10 6 7 4 7 1 10 0 1 1 6 9 8 12 9 13 10 14 11 15 12 6 5 9 6 10 7 11 8 12 9 5 6 6 9 7 10 8 11
23 20 22 19 21 18 18 17 18 15 17 14 16 13 13 12 13 12 16 13 15 12 12 11 20 17 19 16 18 15 15 14 15 12 14 11 13 10 10 9 10 9 13 10 12 9 9 8 17 14 16 13 15 12 12 11 12 9 11 8 10 7 7 6 7 4 10 1 1 0 6 1 12 11 15 12 16 13 17 14 18 15 9 8 12 9 13 10 14 11 15 12 6 5 9 6 10 7 11 8
